City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
223,Riverton,US,2022-04-13 04:04:10,40.5219,-111.9391,33.04,74,0,8.05
224,Sinop,TR,2022-04-13 04:04:11,41.7711,34.8709,35.56,66,100,7.18
225,Terek,RU,2022-04-13 04:04:11,43.4833,44.1361,42.08,77,100,3.51
226,Vanimo,PG,2022-04-13 04:04:12,-2.6741,141.3028,86.43,65,69,8.25
227,Ilulissat,GL,2022-04-13 04:04:22,69.2167,-51.1,15.82,79,95,8.05
228,Horta,PT,2022-04-13 04:04:23,38.5333,-28.6333,61.29,83,100,25.23
229,Huarmey,PE,2022-04-13 04:04:23,-10.0681,-78.1522,67.26,86,67,8.79
230,Touros,BR,2022-04-13 04:05:24,-5.1989,-35.4608,77.29,79,53,6.87
231,La Asuncion,VE,2022-04-13 04:05:34,11.0333,-63.8628,76.95,85,17,17.96
232,Ponazyrevo,RU,2022-04-13 04:05:34,58.3578,46.3142,43.57,90,100,4.14
233,Waipawa,NZ,2022-04-13 04:05:35,-41.4122,175.5153,54.34,73,100,18.68
234,Dahanu,IN,2022-04-13 04:05:35,19.9667,72.7333,88.05,44,52,4.03
235,Nicoya,CR,2022-04-13 04:05:36,10.1483,-85.452,79.14,68,73,7.47
236,Samarai,PG,2022-04-13 04:05:36,-10.6167,150.6667,84.74,72,89,11.07
237,Andenes,NO,2022-04-13 04:05:36,69.3143,16.1194,34.93,93,75,12.66
238,Mount Isa,AU,2022-04-13 04:04:40,-20.7333,139.5,94.77,21,100,10.36
239,Syracuse,IT,2022-04-13 04:05:37,37.0881,15.2792,46.31,76,100,4.03
240,San Lorenzo,PY,2022-04-13 04:05:37,-25.3333,-57.5333,70.74,88,0,4.61
241,Port Augusta,AU,2022-04-13 04:05:38,-32.5,137.7667,89.71,22,14,6.15
242,Ghanzi,BW,2022-04-13 04:05:48,-21.5667,21.7833,67.5,54,92,6.38
243,Vila Do Maio,CV,2022-04-13 04:05:59,15.1333,-23.2167,68.79,80,100,15.99
244,Jamalpur,BD,2022-04-13 04:06:09,24.9167,89.9333,88.65,60,17,8.81
245,Matara,LK,2022-04-13 04:06:10,5.9485,80.5353,82.71,80,100,3.74
246,Yaan,NG,2022-04-13 04:06:20,7.3833,8.5667,74.91,86,98,2.37
247,Ariquemes,BR,2022-04-13 04:06:21,-9.9133,-63.0408,73.67,96,97,1.83
248,Masunga,BW,2022-04-13 04:06:21,-20.6246,27.4488,66.31,62,70,5.57
249,Acarau,BR,2022-04-13 04:06:22,-2.8856,-40.12,77.67,87,69,7.36
250,Corpus Christi,US,2022-04-13 04:03:30,27.8006,-97.3964,77.02,87,100,18.41
251,Coahuayana,MX,2022-04-13 04:06:33,18.7333,-103.6833,72.9,85,78,1.57
252,Tuatapere,NZ,2022-04-13 04:06:33,-46.1333,167.6833,56.12,60,23,3.74
253,Polyanka,UA,2022-04-13 04:06:46,50.2584,27.6881,37.49,66,57,14.99
254,Te Anau,NZ,2022-04-13 04:06:47,-45.4167,167.7167,56.86,54,1,1.16
255,Hovd,MN,2022-04-13 04:06:57,48.0056,91.6419,39.25,38,9,12.17
256,Rocha,UY,2022-04-13 04:06:58,-34.4833,-54.3333,53.56,67,3,4.41
257,Bichena,ET,2022-04-13 04:06:58,10.45,38.2,59.23,56,99,0.38
258,Brae,GB,2022-04-13 04:06:59,60.3964,-1.353,43.52,93,100,15.03
259,Praia Da Vitoria,PT,2022-04-13 04:06:59,38.7333,-27.0667,61.75,92,100,22.75
260,Kyzyl-Suu,KG,2022-04-13 04:07:00,42.3414,78.0056,55.63,55,69,4.03
261,Aljezur,PT,2022-04-13 04:07:00,37.3191,-8.8033,54.09,90,61,10.45
262,Zhangye,CN,2022-04-13 04:07:00,38.9342,100.4517,52.41,18,100,5.08
263,Charters Towers,AU,2022-04-13 04:07:11,-20.1,146.2667,88.68,28,41,12.5
264,Wau,SS,2022-04-13 04:07:11,7.7029,27.9953,78.28,59,24,4.0
265,Norton,ZW,2022-04-13 04:03:04,-17.8833,30.7,61.29,98,31,3.65
266,Texarkana,US,2022-04-13 04:07:22,33.4251,-94.0477,66.42,88,100,15.01
267,Henties Bay,NA,2022-04-13 04:07:22,-22.116,14.2845,62.24,79,99,7.56
268,Mecca,SA,2022-04-13 04:05:31,21.4267,39.8261,82.26,32,31,2.08
269,Charcas,MX,2022-04-13 04:07:23,23.1333,-101.1167,67.12,26,88,18.52
270,Tombouctou,ML,2022-04-13 04:07:23,20.0,-3.0,79.25,7,9,9.13
271,Boksitogorsk,RU,2022-04-13 04:07:24,59.474,33.8485,29.46,92,69,2.77
272,Youkounkoun,GN,2022-04-13 04:07:24,12.5333,-13.1333,78.12,51,93,7.61
273,Porto Novo,BJ,2022-04-13 04:07:24,6.4965,2.6036,78.03,81,100,4.79
274,Arraial Do Cabo,BR,2022-04-13 04:08:25,-22.9661,-42.0278,76.35,88,76,18.23
275,Kisangani,CD,2022-04-13 04:08:25,0.5167,25.2,70.48,98,45,2.06
276,Daru,PG,2022-04-13 04:08:26,-9.0763,143.2092,85.84,74,100,9.98
277,Mahibadhoo,MV,2022-04-13 04:08:26,3.7833,72.9667,84.88,73,90,14.9
278,Pirgos,GR,2022-04-13 04:08:27,35.1167,25.7178,54.63,62,21,7.38
279,Dubuque,US,2022-04-13 04:04:34,42.4833,-90.8668,66.61,77,100,16.11
280,Half Moon Bay,US,2022-04-13 04:08:37,37.4636,-122.4286,49.78,72,0,23.02
281,Tripoli,LY,2022-04-13 04:03:53,32.8752,13.1875,59.72,71,62,22.5
282,Hami,CN,2022-04-13 04:08:48,42.8,93.45,59.45,7,48,5.37
283,Yakima,US,2022-04-13 04:08:48,46.4665,-120.6678,36.84,93,100,4.61
284,Lampazos De Naranjo,MX,2022-04-13 04:08:59,27.0167,-100.5167,81.66,37,10,13.58
285,Camacha,PT,2022-04-13 04:09:09,33.0833,-16.3333,58.42,77,40,13.8
286,Norman Wells,CA,2022-04-13 04:09:10,65.282,-126.8329,13.41,91,14,5.84
287,Beloha,MG,2022-04-13 04:09:10,-25.1667,45.05,71.4,85,88,10.33
288,Ciamis,ID,2022-04-13 04:09:11,-7.3257,108.3534,87.19,56,45,3.96
289,Kenai,US,2022-04-13 04:09:11,60.5544,-151.2583,44.69,45,0,8.05
290,Tukrah,LY,2022-04-13 04:09:11,32.5341,20.5791,56.75,62,95,8.12
291,Yining,CN,2022-04-13 04:09:12,29.0361,114.5636,61.02,92,100,3.13
292,Faanui,PF,2022-04-13 04:09:12,-16.4833,-151.75,82.38,71,16,14.09
293,Noyabrsk,RU,2022-04-13 04:09:13,63.1994,75.4507,33.96,94,71,13.35
